Reported Date,Suburb - Incident,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence count
2025-11-07,WHYALLA JENKINS,5609,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-07,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-07,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-07,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-07,WILLASTON,5118,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-07,WILLASTON,5118,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-07,WINGFIELD,5013,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
2025-11-07,WOODCROFT,5162,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-07,YALATA,5690,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-11-08,ABERFOYLE PARK,5159,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-11-08,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,3
2025-11-08,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-08,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,4
2025-11-08,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,ADELAIDE AIRPORT,5950,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,ADELAIDE AIRPORT,5950,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,ALBERTON,5014,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,ALBERTON,5014,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,ALDINGA,5173,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,ALLENBY GARDENS,5009,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-08,ANGLE VALE,5117,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-08,ASCOT PARK,5043,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,BEAUMONT,5066,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,BEDFORD PARK,5042,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,BELAIR,5052,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,BERRI,5343,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,BERRI,5343,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,BLAKEVIEW,5114,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-11-08,BLAKEVIEW,5114,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,BRAHMA LODGE,5109,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
2025-11-08,BROADVIEW,5083,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,BROADVIEW,5083,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,BROADVIEW,5083,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
2025-11-08,CAMDEN PARK,5038,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,CAMDEN PARK,5038,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,CAMDEN PARK,5038,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,CHRISTIES BEACH,5165,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,COWELL,5602,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,3
2025-11-08,CRAIGBURN FARM,5051,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Other fraud and related offences,1
2025-11-08,CRAIGMORE,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,CRAIGMORE,5114,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,DAVOREN PARK,5113,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,3
2025-11-08,DAVOREN PARK,5113,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,EDWARDSTOWN,5039,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Other fraud and related offences,1
2025-11-08,ELIZABETH,5112,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-08,ELIZABETH,5112,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,ELIZABETH DOWNS,5113,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-11-08,ELIZABETH EAST,5112,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-11-08,ELIZABETH PARK,5113,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
2025-11-08,ELIZABETH PARK,5113,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,ELIZABETH VALE,5112,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,EVANSTON,5116,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,EVANSTON,5116,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,FIRLE,5070,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,FULHAM GARDENS,5024,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-08,FULLARTON,5063,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,GAWLER SOUTH,5118,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-11-08,GILLES PLAINS,5086,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,GLENELG EAST,5045,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,GLENELG EAST,5045,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,GLENELG SOUTH,5045,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,GLENGOWRIE,5044,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,GLEN OSMOND,5064,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,GLOBE DERBY PARK,5110,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,GOLDEN GROVE,5125,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,HACKHAM,5163,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,HACKNEY,5069,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,HAHNDORF,5245,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,HALLETT COVE,5158,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,HALLETT COVE,5158,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,HIGHBURY,5089,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,HIGHBURY,5089,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,HIGHBURY,5089,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,HILLBANK,5112,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,5
2025-11-08,HILLCREST,5086,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-08,HILTON,5033,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-11-08,HILTON,5033,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,HILTON,5033,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,HINDMARSH,5007,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,HOLDEN HILL,5088,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-11-08,HOUGHTON,5131,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,HUNTFIELD HEIGHTS,5163,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,INGLE FARM,5098,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,INGLE FARM,5098,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
2025-11-08,KADINA,5554,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,KADINA,5554,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-11-08,KILBURN,5084,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,KILBURN,5084,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-11-08,KINGSTON SE,5275,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,KINGSTON SE,5275,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,LARGS BAY,5016,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,MAGILL,5072,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-11-08,MALVERN,5061,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,MAWSON LAKES,5095,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,MCLAREN VALE,5171,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,MILE END SOUTH,5031,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,MILLICENT,5280,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,MINLATON,5575,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,MITCHELL PARK,5043,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,MODBURY HEIGHTS,5092,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-08,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,MORPHETT VALE,5162,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-11-08,MOUNT BARKER,5251,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,MUNNO PARA DOWNS,5115,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,MUNNO PARA DOWNS,5115,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,MUNNO PARA DOWNS,5115,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-11-08,MUNNO PARA DOWNS,5115,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-11-08,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,MURRAY BRIDGE,5253,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
2025-11-08,MURRAY BRIDGE,5253,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
2025-11-08,NARACOORTE,5271,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-08,NARACOORTE,5271,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,NEWTON,5074,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,NEWTON,5074,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-11-08,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,NOARLUNGA CENTRE,5168,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,NOARLUNGA DOWNS,5168,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,NORTHFIELD,5085,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,NORTH HAVEN,5018,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-11-08,NORTH HAVEN,5018,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,NORWOOD,5067,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Aggravated sexual assault,6
2025-11-08,OAKDEN,5086,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-08,OAKLANDS PARK,5046,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
2025-11-08,PARAFIELD,5106,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,PARAFIELD GARDENS,5107,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-08,PARAFIELD GARDENS,5107,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,PARAFIELD GARDENS,5107,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,PARAFIELD GARDENS,5107,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-11-08,PASADENA,5042,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,PENFIELD,5121,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-11-08,PENFIELD,5121,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,PETERBOROUGH,5422,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,PETERHEAD,5016,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,PLYMPTON PARK,5038,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,PLYMPTON PARK,5038,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,POORAKA,5095,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-11-08,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,2
2025-11-08,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-11-08,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,PORT AUGUSTA WEST,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,PORT NOARLUNGA,5167,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-08,PORT NOARLUNGA,5167,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-11-08,PORT NOARLUNGA,5167,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,PORT PIRIE SOUTH,5540,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-11-08,PORT WAKEFIELD,5550,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,PORT WILLUNGA,5173,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,RENMARK,5341,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,RIDLEYTON,5008,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,RIDLEYTON,5008,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-11-08,RIDLEYTON,5008,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-08,RISDON PARK,5540,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,ROSEWATER,5013,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,ROSEWATER,5013,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-11-08,SALISBURY DOWNS,5108,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,SALISBURY EAST,5109,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,SALISBURY EAST,5109,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,SALISBURY NORTH,5108,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-11-08,SANDY CREEK,5350,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,SEACOMBE GARDENS,5047,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,SEAFORD,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,SEAFORD,5169,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,SEAFORD,5169,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-08,SEATON,5023,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-08,SEATON,5023,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-08,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,SNOWTOWN,5520,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,SNOWTOWN,5520,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,STIRLING NORTH,5710,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,ST MORRIS,5068,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,ST MORRIS,5068,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-11-08,TOORAK GARDENS,5065,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,5
2025-11-08,TORRENS PARK,5062,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-11-08,TRANMERE,5073,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,TWO WELLS,5501,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,UNLEY,5061,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,WALKERVILLE,5081,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,WALKERVILLE,5081,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,WALKERVILLE,5081,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,WALKLEY HEIGHTS,5098,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,WAYVILLE,5034,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,WEST BEACH,5024,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-11-08,WEST BEACH,5024,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
2025-11-08,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-08,WEST LAKES,5021,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,WHYALLA,5600,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-08,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-08,WHYALLA NORRIE,5608,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-08,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-11-08,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,3
2025-11-08,WHYALLA STUART,5608,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-11-08,WILLASTON,5118,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-08,WINDSOR GARDENS,5087,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,WOODVILLE WEST,5011,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-08,WYNN VALE,5127,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-11-08,YUMALI,5261,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-11-08,,,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-11-09,ABERFOYLE PARK,5159,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,3
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,4
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-11-09,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
2025-11-09,ALDINGA BEACH,5173,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-09,ASCOT PARK,5043,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-09,BEAUMONT,5066,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-09,BEAUMONT,5066,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-11-09,BEVERLEY,5009,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-11-09,BLAIR ATHOL,5084,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-09,BLAIR ATHOL,5084,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-11-09,BLAKEVIEW,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-11-09,BLAKEVIEW,5114,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-11-09,BORDERTOWN,5268,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-11-09,BRIGHTON,5048,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-11-09,BROADVIEW,5083,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
