Reported Date,Suburb - Incident,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence count
2025-07-05,HIGHBURY,5089,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,HOLDEN HILL,5088,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
2025-07-05,HOVE,5048,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,INGLE FARM,5098,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-07-05,KALGOORLIE,,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-05,KAROONDA,5307,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-07-05,KENSINGTON,5068,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-05,KENSINGTON,5068,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-05,KERSBROOK,5231,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-07-05,KESWICK,5035,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,KINGSTON SE,5275,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,KINGSWOOD,5062,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,KLEMZIG,5087,OFFENCES AGAINST PROPERTY,THEFT,Other theft,1
2025-07-05,MAGILL,5072,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,MAGILL,5072,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-07-05,MARDEN,5070,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,MARLESTON,5033,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,MARLESTON,5033,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,MCCRACKEN,5211,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-07-05,MELROSE PARK,5039,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,MILE END,5031,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,4
2025-07-05,MILE END SOUTH,5031,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,MODBURY,5092,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-05,MODBURY,5092,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,MODBURY,5092,OFFENCES AGAINST THE PERSON,"ROBBERY, BLACKMAIL, AND EXTORTION",Robbery,1
2025-07-05,MOONTA BAY,5558,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,2
2025-07-05,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-05,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,MORPHETTVILLE,5043,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,MOUNT BARKER,5251,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-07-05,MOUNT BARKER,5251,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,MOUNT GAMBIER,5290,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
2025-07-05,MOUNT GAMBIER,5290,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of other prescribed officer,1
2025-07-05,MOUNT GAMBIER,5290,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,MOUNT GAMBIER,5290,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,2
2025-07-05,MOUNT OSMOND,5064,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-07-05,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-05,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-07-05,MURRAY BRIDGE,5253,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,NETLEY,5037,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,NORTH ADELAIDE,5006,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,NORTHFIELD,5085,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-05,NORTH HAVEN,5018,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,NORTH HAVEN,5018,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-07-05,NORTH PLYMPTON,5037,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,NORWOOD,5067,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-05,NORWOOD,5067,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-05,NORWOOD,5067,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Aggravated sexual assault,1
2025-07-05,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Child abuse material offences,2
2025-07-05,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Non-aggravated sexual assault,1
2025-07-05,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Other sexual offences,1
2025-07-05,OAKDEN,5086,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-07-05,OLD NOARLUNGA,5168,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,OLD NOARLUNGA,5168,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,PARADISE,5075,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,PARA HILLS,5096,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-05,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,3
2025-07-05,PARKSIDE,5063,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-07-05,PARKSIDE,5063,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,PENNINGTON,5013,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-05,PETERHEAD,5016,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,POORAKA,5095,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-05,PORT ADELAIDE,5015,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,PORT ADELAIDE,5015,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,3
2025-07-05,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,3
2025-07-05,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-07-05,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
2025-07-05,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-07-05,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-05,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,PORT PIRIE,5540,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,PORT PIRIE WEST,5540,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,PRICE,5570,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-05,REGENCY PARK,5010,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,RENMARK,5341,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-07-05,RICHMOND,5033,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
2025-07-05,RICHMOND,5033,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,RISDON PARK SOUTH,5540,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,ROSEWATER,5013,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-07-05,SALISBURY,5108,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,4
2025-07-05,SALISBURY DOWNS,5108,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-05,SALISBURY EAST,5109,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,SALISBURY EAST,5109,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-07-05,SALISBURY EAST,5109,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
2025-07-05,SALISBURY PARK,5109,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-05,SALISBURY PLAIN,5109,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,SEAFORD MEADOWS,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-07-05,SEATON,5023,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,SEATON,5023,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-05,SEMAPHORE PARK,5019,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,SMITHFIELD,5114,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-05,SOUTH BRIGHTON,5048,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,ST GEORGES,5064,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,STIRLING,5152,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,TEA TREE GULLY,5091,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,TOWNSVILLE,4810,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-05,VALLEY VIEW,5093,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,VICTOR HARBOR,5211,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,VICTOR HARBOR,5211,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-05,WALLAROO,5556,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,WANDILO,5291,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,WARRADALE,5046,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-07-05,WARRADALE,5046,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-07-05,WARRADALE,5046,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-05,WAYVILLE,5034,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-05,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,WEST LAKES,5021,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,WEST LAKES,5021,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-05,WEST LAKES,5021,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,4
2025-07-05,WHYALLA,5600,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-05,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-05,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-05,WHYALLA NORRIE,5608,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-05,WOODCROFT,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,WOODVILLE,5011,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-05,WOODVILLE GARDENS,5012,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-05,WOODVILLE NORTH,5012,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,4
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,3
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,5
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,3
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,6
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,"ROBBERY, BLACKMAIL, AND EXTORTION",Robbery,4
2025-07-06,ADELAIDE AIRPORT,5950,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,ALBERT PARK,5014,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-07-06,ALLENBY GARDENS,5009,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-07-06,ANDREWS FARM,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-07-06,ANGLE VALE,5117,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-06,ANGLE VALE,5117,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,BEDFORD PARK,5042,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,BEDFORD PARK,5042,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,BELAIR,5052,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,BERRI,5343,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,BERRI,5343,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,BOLIVAR,5110,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-06,BOOKABIE,5690,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-06,BRAHMA LODGE,5109,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-07-06,BRAHMA LODGE,5109,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,BROADVIEW,5083,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,BROMPTON,5007,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-07-06,BROMPTON,5007,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,BURTON,5110,OFFENCES AGAINST THE PERSON,"ROBBERY, BLACKMAIL, AND EXTORTION",Robbery,1
2025-07-06,CHRISTIE DOWNS,5164,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,CHRISTIE DOWNS,5164,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,CLARENCE PARK,5034,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,CLOVELLY PARK,5042,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,CLOVELLY PARK,5042,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-07-06,CLOVELLY PARK,5042,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,3
2025-07-06,COOBER PEDY,5723,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,DAVOREN PARK,5113,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,DAVOREN PARK,5113,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-06,DAVOREN PARK,5113,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,EDINBURGH,5111,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-07-06,EDINBURGH,5111,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-07-06,ELIZABETH,5112,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,5
2025-07-06,ELIZABETH EAST,5112,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,ELIZABETH EAST,5112,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,ELIZABETH PARK,5113,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,ELIZABETH PARK,5113,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,ELIZABETH SOUTH,5112,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,ELIZABETH SOUTH,5112,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,ETHELTON,5015,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-07-06,EVANSTON PARK,5116,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-07-06,FAIRVIEW PARK,5126,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,FAIRVIEW PARK,5126,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-06,FELIXSTOW,5070,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,FINDON,5023,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-06,FLAXLEY,5153,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,FULHAM,5024,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,FULHAM,5024,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-06,FULHAM,5024,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,GAWLER,5118,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-06,GAWLER,5118,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,GAWLER,5118,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,GILLES PLAINS,5086,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,GLENELG SOUTH,5045,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,GLENSIDE,5065,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,GOLDEN GROVE,5125,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,GOODWOOD,5034,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,HACKHAM,5163,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,HALLETT COVE,5158,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,HAMPSTEAD GARDENS,5086,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,HENLEY BEACH,5022,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-06,HENLEY BEACH SOUTH,5022,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,HENLEY BEACH SOUTH,5022,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,HOPE VALLEY,5090,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,KALTJITI,0872,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,KAPUNDA,5373,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,KENT TOWN,5067,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,KURRALTA PARK,5037,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,LAMEROO,5302,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-06,LARGS BAY,5016,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,MAWSON LAKES,5095,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,MILE END,5031,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-07-06,MILE END,5031,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,MILE END,5031,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
2025-07-06,MILLSWOOD,5034,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-07-06,MITCHELL PARK,5043,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,MODBURY,5092,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,MODBURY,5092,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
2025-07-06,MODBURY HEIGHTS,5092,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,MODBURY NORTH,5092,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,MORPHETT VALE,5162,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-07-06,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-06,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,MOUNT LIGHT,5271,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,2
2025-07-06,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-07-06,MUNNO PARA,5115,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-07-06,MUNNO PARA WEST,5115,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,NEW PORT,5015,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-07-06,NEW PORT,5015,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-07-06,NEW PORT,5015,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-06,NEW PORT,5015,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-07-06,NEWTON,5074,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,3
2025-07-06,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-07-06,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-07-06,NORTH ADELAIDE,5006,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
