Reported Date,Suburb - Incident,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence count
2025-02-06,LITTLEHAMPTON,5250,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
2025-02-06,LOWER MITCHAM,5062,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,LUCINDALE,5272,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,LUCINDALE,5272,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,MANNUM,5238,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,MANNUM,5238,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-06,MANNUM,5238,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,MEDINDIE,5081,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,MEDINDIE,5081,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-06,MEDINDIE,5081,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,MILLSWOOD,5034,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,MITCHELL PARK,5043,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-06,MITCHELL PARK,5043,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,MOANA,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
2025-02-06,MOANA,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
2025-02-06,MOANA,5169,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1
2025-02-06,MODBURY,5092,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,4
2025-02-06,MODBURY,5092,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,MODBURY NORTH,5092,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
2025-02-06,MORPHETT VALE,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
2025-02-06,MORPHETT VALE,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,MOUNT BARKER,5251,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
2025-02-06,MOUNT GAMBIER,5290,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
2025-02-06,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,5
2025-02-06,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-06,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,MURRAY BRIDGE,5253,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,3
2025-02-06,MURRAY BRIDGE,5253,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
2025-02-06,NAIRNE,5252,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,NETHERBY,5062,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
2025-02-06,NEWTON,5074,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
2025-02-06,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
2025-02-06,NORTH ADELAIDE,5006,OFFENCES AGAINST PROPERTY,OTHER OFFENCES AGAINST PROPERTY,Other offences against property,1
2025-02-06,NORTH ADELAIDE,5006,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
2025-02-06,NORTHFIELD,5085,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL ASSAULT AND RELATED OFFENCES,Aggravated sexual assault,2
2025-02-06,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL ASSAULT AND RELATED OFFENCES,Non-aggravated sexual assault,3
2025-02-06,NURIOOTPA,5355,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,NURIOOTPA,5355,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,NURIOOTPA,5355,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-06,OAKLANDS PARK,5046,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,O'HALLORAN HILL,5158,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,OSBORNE,5017,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-06,PARAFIELD,5106,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-06,PARA HILLS,5096,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-06,PARA HILLS,5096,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
2025-02-06,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-06,PARA VISTA,5093,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,PARA VISTA,5093,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
2025-02-06,PARK HOLME,5043,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-06,PENNINGTON,5013,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-06,PINNAROO,5304,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,POORAKA,5095,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,POORAKA,5095,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,PORT ADELAIDE,5015,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,PORT ADELAIDE,5015,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
2025-02-06,PORT ADELAIDE,5015,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
2025-02-06,PORT ADELAIDE,5015,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",1
2025-02-06,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-02-06,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
2025-02-06,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-02-06,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,PORT LINCOLN,5606,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,3
2025-02-06,PORT LINCOLN,5606,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
2025-02-06,PORT LINCOLN,5606,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
2025-02-06,PORT NOARLUNGA,5167,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,PORT NOARLUNGA,5167,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
2025-02-06,PORT PIRIE SOUTH,5540,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-02-06,PORT PIRIE WEST,5540,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
2025-02-06,REDWOOD PARK,5097,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
2025-02-06,RENMARK,5341,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-06,REYNELLA,5161,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,REYNELLA,5161,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
2025-02-06,RIDGEHAVEN,5097,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,ROSTREVOR,5073,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
2025-02-06,ROYSTON PARK,5070,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,SALISBURY,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,SALISBURY,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
2025-02-06,SALISBURY,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,SALISBURY,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,4
2025-02-06,SALISBURY,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
2025-02-06,SALISBURY,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
2025-02-06,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
2025-02-06,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
2025-02-06,SALISBURY NORTH,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
2025-02-06,SEAFORD,5169,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-06,SEAFORD,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,SEAFORD,5169,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,SEAFORD,5169,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1
2025-02-06,SEATON,5023,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,SEATON,5023,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
2025-02-06,SEATON,5023,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,SELLICKS BEACH,5174,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,SEMAPHORE,5019,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-06,SEMAPHORE,5019,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,SEMAPHORE PARK,5019,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,SEMAPHORE SOUTH,5019,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
2025-02-06,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
2025-02-06,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-06,SMITHFIELD PLAINS,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,SOMERTON PARK,5044,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,SOMERTON PARK,5044,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,SOUTH PLYMPTON,5038,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,SOUTH PLYMPTON,5038,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,ST AGNES,5097,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
2025-02-06,ST AGNES,5097,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
2025-02-06,STEPNEY,5069,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
2025-02-06,STIRLING NORTH,5710,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
2025-02-06,ST PETERS,5069,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,SUTTONTOWN,5291,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,TAPEROO,5017,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,TAPEROO,5017,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
2025-02-06,TAPEROO,5017,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,TAPEROO,5017,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
2025-02-06,TAPEROO,5017,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
2025-02-06,TOOPERANG,5255,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,TUSMORE,5065,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-02-06,UNLEY,5061,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-02-06,WAIKERIE,5330,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,WARNERTOWN,5540,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,WELLAND,5007,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,WESTBOURNE PARK,5041,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-06,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-02-06,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
2025-02-06,WEST LAKES,5021,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-06,WEST LAKES,5021,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,2
2025-02-06,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
2025-02-06,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,3
2025-02-06,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
2025-02-06,WHYALLA NORRIE,5608,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
2025-02-06,WHYALLA NORRIE,5608,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-06,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-06,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-06,WHYALLA STUART,5608,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
2025-02-06,WINDSOR GARDENS,5087,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-06,WINDSOR GARDENS,5087,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-06,WINDSOR GARDENS,5087,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1
2025-02-06,WIRRINA COVE,5204,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-02-06,WOODVILLE GARDENS,5012,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-02-06,WOODVILLE NORTH,5012,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,3
2025-02-06,YUNDI,5172,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-06,,,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",1
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,9
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,3
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,2
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
2025-02-07,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1
2025-02-07,ADELAIDE AIRPORT,5950,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-07,ALBERTON,5014,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-07,ALLENBY GARDENS,5009,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-07,ANGASTON,5353,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-07,ANGASTON,5353,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-07,ANGLE PARK,5010,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
2025-02-07,ANGLE PARK,5010,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-07,ARDROSSAN,5571,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
2025-02-07,ATHOL PARK,5012,OFFENCES AGAINST PROPERTY,OTHER OFFENCES AGAINST PROPERTY,Other offences against property,2
2025-02-07,ATHOL PARK,5012,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-07,ATHOL PARK,5012,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-02-07,BARMERA,5345,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-07,BERRI,5343,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",1
2025-02-07,BERRI,5343,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-02-07,BERRI,5343,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
2025-02-07,BIRKENHEAD,5015,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-07,BLAKEVIEW,5114,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
2025-02-07,BLAKEVIEW,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-07,BLANCHETOWN,5357,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-07,BOOKPURNONG,5333,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
2025-02-07,BRIGHTON,5048,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
2025-02-07,BROMPTON,5007,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
2025-02-07,BURNSIDE,5066,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-07,BURTON,5110,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",1
2025-02-07,BURTON,5110,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
2025-02-07,BURTON,5110,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-07,CAMPBELLTOWN,5074,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
2025-02-07,CEDUNA,5690,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
2025-02-07,CHELTENHAM,5014,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
2025-02-07,CHRISTIE DOWNS,5164,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
2025-02-07,CHRISTIE DOWNS,5164,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
2025-02-07,CHRISTIE DOWNS,5164,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
